Gene1	Gene2	SysName1	SysName2	Name1	Name2	bOp	pOp	Sep	MOGScore	GOScore	COGSim	ExprSim
14538	14539	b0400	b0401	phoR	brnQ	FALSE	0.001	407.000	0.000	1.000	N	0.166
14539	14540	b0401	b0402	brnQ	proY	TRUE	0.902	76.000	0.348	0.099	Y	0.463
14540	14541	b0402	b0403	proY	malZ	FALSE	0.160	156.000	0.123	1.000	N	0.340
14543	14544	b0405	b0406	queA	tgt	TRUE	0.979	56.000	0.360	0.001	Y	0.658
14544	14545	b0406	b0407	tgt	yajC	TRUE	0.981	23.000	0.325	NA	N	0.822
14545	14546	b0407	b0408	yajC	secD	TRUE	0.977	28.000	0.045	NA	Y	0.743
14546	14547	b0408	b0409	secD	secF	TRUE	0.998	11.000	0.206	0.001	Y	0.763
14547	14548	b0409	b0410	secF	yajD	FALSE	0.045	129.000	0.015	1.000		0.255
14549	14550	b0411	b0412	tsx	yajI	FALSE	0.001	299.000	0.000	NA		-0.130
14551	14552	b0413	b0414	ybaD	ribD	TRUE	0.993	4.000	0.277	NA	N	0.764
14552	14553	b0414	b0415	ribD	ribE	TRUE	0.893	89.000	0.034	0.002	Y	0.669
14553	14554	b0415	b0416	ribE	nusB	TRUE	0.986	20.000	0.347	1.000	N	0.824
14554	14555	b0416	b0417	nusB	thiL	TRUE	0.717	78.000	0.225	1.000	N	0.528
14555	14556	b0417	b0418	thiL	pgpA	TRUE	0.939	-22.000	0.206	1.000	N	0.438
14557	14558	b0419	b0420	yajO	dxs	FALSE	0.003	180.000	0.009	1.000	N	-0.317
14558	14559	b0420	b0421	dxs	ispA	TRUE	0.982	25.000	0.060	1.000	Y	0.715
14559	14560	b0421	b0422	ispA	xseB	TRUE	0.985	0.000	0.035	1.000	N	0.685
14562	14563	b0424	b0425	thiJ	panE	TRUE	0.930	-37.000	0.155	NA		0.459
14565	14566	b0427	b0428	yajR	cyoE	FALSE	0.036	149.000	0.061	0.099	N	0.079
14566	14567	b0428	b0429	cyoE	cyoD	TRUE	0.991	12.000	0.118	0.099	N	0.897
14567	14568	b0429	b0430	cyoD	cyoC	TRUE	0.999	0.000	0.485	0.067	Y	0.925
14568	14569	b0430	b0431	cyoC	cyoB	TRUE	0.998	-10.000	0.697	0.067	Y	0.925
14569	14570	b0431	b0432	cyoB	cyoA	TRUE	0.992	22.000	0.041	0.004	Y	0.939
14570	14571	b0432	b0433	cyoA	ampG	FALSE	0.044	460.000	0.000	0.099		0.331
14571	14572	b0433	b0434	ampG	yajG	TRUE	0.701	44.000	0.256	NA		0.323
14573	14574	b0435	b0436	bolA	tig	FALSE	0.001	344.000	0.000	NA	N	-0.402
14574	14575	b0436	b0437	tig	clpP	FALSE	0.343	246.000	0.351	1.000	Y	0.311
14575	14576	b0437	b0438	clpP	clpX	TRUE	0.902	126.000	0.352	1.000	Y	0.811
14576	14577	b0438	b0439	clpX	lon	TRUE	0.694	188.000	0.201	0.097	Y	0.519
14577	14578	b0439	b0440	lon	hupB	FALSE	0.081	209.000	0.000	1.000	N	0.371
14578	14579	b0440	b0441	hupB	ppiD	FALSE	0.211	192.000	0.000	1.000	N	0.470
14579	14580	b0441	b0442	ppiD	ybaV	FALSE	0.004	151.000	0.033	1.000	N	-0.149
14580	14581	b0442	b0443	ybaV	ybaW	FALSE	0.217	94.000	0.027	1.000		0.368
14582	14583	b0444	b0445	ybaX	ybaE	FALSE	0.014	65.000	0.019	1.000		0.059
14584	14585	b0446	b0447	cof	ybaO	FALSE	0.004	153.000	0.020	1.000		0.186
14585	14586	b0447	b0448	ybaO	mdlA	TRUE	0.767	30.000	0.179	1.000	N	0.317
14586	14587	b0448	b0449	mdlA	mdlB	TRUE	0.987	-7.000	0.911	0.005	Y	-0.045
14587	14588	b0449	b0450	mdlB	glnK	FALSE	0.003	181.000	0.028	1.000	N	0.119
14588	14589	b0450	b0451	glnK	amtB	TRUE	0.955	30.000	0.156	1.000	N	0.686
1936286	14593	b0455	b0456	ffs	ybaA	FALSE	0.052	111.000	0.000	NA		0.256
14594	14595	b0457	b0458	ylaB	ylaC	FALSE	0.039	164.000	0.000	NA		0.272
14595	14596	b0458	b0459	ylaC	maa	FALSE	0.158	116.000	0.101	1.000		0.290
14596	14597	b0459	b0460	maa	hha	FALSE	0.407	172.000	0.076	NA		0.603
14597	14598	b0460	b0461	hha	ybaJ	TRUE	0.958	26.000	0.080	NA		0.776
14598	14599	b0461	b0462	ybaJ	acrB	FALSE	0.001	546.000	0.000	NA		-0.066
14599	14600	b0462	b0463	acrB	acrA	TRUE	0.980	23.000	0.458	1.000	N	0.611
14601	14602	b0464	b0465	acrR	kefA	FALSE	0.006	128.000	0.000	NA	N	0.205
14603	14604	b0466	b0467	ybaM	priC	TRUE	0.895	14.000	0.474	NA		0.107
14605	14606	b0468	b0469	ybaN	apt	FALSE	0.052	153.000	0.043	NA		0.279
14606	14607	b0469	b0470	apt	dnaX	FALSE	0.538	129.000	0.088	1.000	N	0.596
14607	14608	b0470	b0471	dnaX	ybaB	TRUE	0.879	53.000	0.411	NA		0.487
14608	14609	b0471	b0472	ybaB	recR	TRUE	0.996	0.000	0.604	NA		0.734
14609	14610	b0472	b0473	recR	htpG	FALSE	0.227	110.000	0.028	1.000	N	0.397
14610	14611	b0473	b0474	htpG	adk	FALSE	0.184	181.000	0.035	0.097	N	0.388
14611	14612	b0474	b0475	adk	hemH	FALSE	0.002	236.000	0.013	1.000	N	-0.309
14615	14616	b0478	b0479	ybaL	fsr	FALSE	0.005	238.000	0.000	0.099	N	0.043
14622	14623	b0485	b0486	ybaS	ybaT	TRUE	0.995	3.000	0.028	1.000	Y	0.858
14623	14624	b0486	b0487	ybaT	cueR	FALSE	0.555	125.000	0.000	1.000	N	0.662
14625	14626	b0488	b0489	ybbJ	ybbK	TRUE	0.992	-3.000	0.313	NA	Y	0.464
14627	14628	b0490	b0491	ybbL	ybbM	TRUE	0.915	-13.000	0.127	NA		0.422
14629	14630	b0492	b0493	ybbN	ybbO	FALSE	0.237	61.000	0.118	1.000		0.218
14630	14631	b0493	b0494	ybbO	tesA	TRUE	0.810	-10.000	0.072	1.000		0.319
14632	14633	b0495	b0496	ybbA	ybbP	TRUE	0.991	-3.000	0.535	NA	Y	0.385
14633	14634	b0496	b0497	ybbP	rhsD	FALSE	0.002	431.000	0.000	NA	N	0.215
14634	14635	b0497	b0498	rhsD	ybbC	FALSE	0.513	40.000	0.000	NA		0.345
14635	14636	b0498	b0499	ybbC	ylbH	TRUE	0.949	3.000	0.000	NA		0.434
14636	14637	b0499	b0500	ylbH	ybbD	TRUE	0.927	-19.000	0.000	NA		0.505
14637	3446155	b0500	b4632	ybbD	ylbI	FALSE	0.022	370.000	0.000	NA		0.320
5752725	14640	b0502	b0503	ylbG	ybbB	FALSE	0.006	116.000	0.000	NA		0.038
14640	14641	b0503	b0504	ybbB	ybbS	FALSE	0.013	69.000	0.012	NA		0.080
14642	14643	b0505	b0506	allA	allR	FALSE	0.425	78.000	0.625	1.000	N	0.040
14643	14644	b0506	b0507	allR	gcl	FALSE	0.008	90.000	0.054	1.000		0.056
14644	14645	b0507	b0508	gcl	hyi	TRUE	0.977	13.000	0.065	1.000		0.651
14645	14646	b0508	b0509	hyi	glxR	TRUE	0.734	100.000	0.154	1.000	N	0.737
14646	14648	b0509	b0511	glxR	ybbW	FALSE	0.353	169.000	0.000	1.000	N	0.564
14648	14649	b0511	b0512	ybbW	allB	TRUE	0.838	60.000	0.161	1.000	Y	0.426
14649	14650	b0512	b0513	allB	ybbY	TRUE	0.784	57.000	0.161	1.000	Y	0.333
14650	14651	b0513	b0514	ybbY	glxK	TRUE	0.904	22.000	0.133	1.000	N	0.430
14652	14653	b0515	b0516	ylbA	allC	TRUE	0.611	11.000	0.059	NA		0.224
14653	14654	b0516	b0517	allC	allD	TRUE	0.915	22.000	0.174	1.000	N	0.427
14655	1936295	b0518	b4572	fdrA	ylbE	TRUE	0.983	10.000	0.000	NA		0.748
1936295	14657	b4572	b0520	ylbE	ylbF	TRUE	0.980	11.000	0.000	NA		0.699
14657	14658	b0520	b0521	ylbF	ybcF	TRUE	0.885	-3.000	0.375	NA		0.066
14659	14660	b0522	b0523	purK	purE	TRUE	0.997	-3.000	0.136	0.001	Y	0.780
14660	14661	b0523	b0524	purE	lpxH	FALSE	0.498	118.000	0.016	1.000		0.590
14661	14662	b0524	b0525	lpxH	ppiB	TRUE	0.978	3.000	0.237	1.000		0.438
14664	14665	b0527	b0528	ybcI	ybcJ	FALSE	0.007	108.000	0.011	NA		0.033
14665	14666	b0528	b0529	ybcJ	folD	TRUE	0.786	2.000	0.055	1.000		0.244
14667	14668	b0530	b0531	sfmA	sfmC	FALSE	0.075	220.000	0.000	1.000	Y	0.046
14668	14669	b0531	b0532	sfmC	sfmD	TRUE	0.942	31.000	0.875	1.000	Y	-0.108
14669	14670	b0532	b0533	sfmD	sfmH	TRUE	0.982	36.000	0.875	1.000	Y	0.442
14670	14671	b0533	b0534	sfmH	sfmF	TRUE	0.996	11.000	0.875	0.010	Y	0.342
14673	3446157	b0537	b4633	intD	xisD	TRUE	0.685	-120.000	0.000	NA		NA
3446157	14675	b4633	b0539	xisD	ybcC	TRUE	0.724	19.000	0.000	NA		NA
14674	14678	b4508	b0542	peaD	renD	TRUE	0.977	-3.000	0.000	NA		0.632
14678	14676	b0542	b0540	renD	insE	FALSE	0.015	66.000	0.000	NA		0.202
14676	14677	b0540	b0541	insE	insF-3	TRUE	0.919	-3.000	0.000	0.070		0.323
14677	14679	b0541	b0543	insF-3	emrE	FALSE	0.001	311.000	0.000	1.000	N	0.084
14679	14680	b0543	b0544	emrE	ybcK	FALSE	0.013	255.000	0.000	1.000	N	0.232
14680	14681	b0544	b0545	ybcK	ybcL	FALSE	0.056	465.000	0.000	NA		0.433
14681	14682	b0545	b0546	ybcL	ybcM	TRUE	0.990	10.000	0.625	NA		0.485
14682	3446158	b0546	b4588	ybcM	ylcH	FALSE	0.166	117.000	0.000	NA		0.370
3446158	14683	b4588	b0547	ylcH	ybcN	TRUE	0.945	-3.000	0.000	NA		0.449
14683	14684	b0547	b0548	ybcN	ninE	TRUE	0.983	0.000	0.154	NA		0.548
14684	14685	b0548	b0549	ninE	ybcO	TRUE	0.873	-7.000	0.000	NA		0.398
14685	14686	b0549	b0550	ybcO	rusA	TRUE	0.775	-3.000	0.000	NA		0.294
14686	1936302	b0550	b4509	rusA	ylcG	TRUE	0.963	-3.000	0.000	NA		0.509
1936302	14687	b4509	b0551	ylcG	ybcQ	FALSE	0.278	86.000	0.000	NA		0.396
14689	14688	b0553	b0552	nmpC	insH-2	FALSE	0.260	151.000	0.000	NA		0.460
14690	14691	b0554	b0555	essD	ybcS	TRUE	0.916	0.000	0.000	NA		0.384
14691	14692	b0555	b0556	ybcS	rzpD	TRUE	0.952	-3.000	0.000	1.000		0.457
14692	1936303	b0556	b4510	rzpD	rzoD	TRUE	0.717	-241.000	0.000	1.000		NA
14693	14694	b0557	b0558	borD	ybcV	FALSE	0.002	291.000	0.000	NA		0.113
14696	3446161	b0560	b4634	nohB	ylcF	TRUE	0.713	-25.000	0.000	NA		NA
3446161	14697	b4634	b0561	ylcF	tfaD	TRUE	0.916	-2.000	0.000	NA		0.390
14699	14700	b0563	b0564	tfaX	appY	FALSE	0.001	546.000	0.000	NA		0.109
14702	14703	b0566	b0567	envY	ybcH	FALSE	0.003	183.000	0.000	NA		0.076
14703	14704	b0567	b0568	ybcH	nfrA	TRUE	0.991	1.000	0.500	NA		0.495
14704	14705	b0568	b0569	nfrA	nfrB	TRUE	0.972	-13.000	0.159	1.000		0.599
14705	14706	b0569	b0570	nfrB	cusS	FALSE	0.223	150.000	0.000	0.096	N	0.376
14706	14707	b0570	b0571	cusS	cusR	TRUE	0.998	-10.000	0.600	0.001	Y	0.631
14708	14709	b0572	b0573	cusC	cusF	TRUE	0.770	158.000	0.500	NA		0.835
14709	14710	b0573	b0574	cusF	cusB	TRUE	0.970	16.000	0.000	NA		0.722
14710	14711	b0574	b0575	cusB	cusA	TRUE	0.991	12.000	0.500	1.000	N	0.609
14711	14712	b0575	b0576	cusA	pheP	TRUE	0.613	102.000	0.000	0.097	N	0.561
14713	14714	b0577	b0578	ybdG	nfnB	FALSE	0.284	108.000	0.012	NA	N	0.438
14714	14715	b0578	b0579	nfnB	ybdF	FALSE	0.265	94.000	0.500	NA		0.008
14715	14716	b0579	b0580	ybdF	ybdJ	FALSE	0.014	65.000	0.000	NA		0.188
14716	14717	b0580	b0581	ybdJ	ybdK	FALSE	0.014	66.000	0.000	NA		-0.065
10279116	1936307	b4700	b4415	sokE	hokE	FALSE	0.436	44.000	0.000	NA		NA
1936307	14718	b4415	b0582	hokE	insL-2	FALSE	0.195	77.000	0.000	NA		NA
14719	14720	b0583	b0584	entD	fepA	TRUE	0.785	166.000	0.700	1.000	N	0.700
14721	1936308	b0585	b4511	fes	ybdZ	TRUE	0.995	3.000	0.320	NA		0.952
1936308	14722	b4511	b0586	ybdZ	entF	TRUE	0.988	-3.000	0.080	NA		0.955
14722	14723	b0586	b0587	entF	fepE	FALSE	0.083	216.000	0.000	1.000	N	0.379
14724	14725	b0588	b0589	fepC	fepG	TRUE	0.994	-3.000	0.038	1.000	Y	0.790
14725	14726	b0589	b0590	fepG	fepD	TRUE	0.994	-3.000	0.000	0.067	Y	0.640
14729	14730	b0593	b0594	entC	entE	TRUE	0.999	10.000	0.667	1.000	Y	0.870
14730	14731	b0594	b0595	entE	entB	TRUE	0.998	14.000	0.667	1.000	Y	0.869
14731	14732	b0595	b0596	entB	entA	TRUE	0.995	0.000	0.024	1.000	Y	0.876
14732	14733	b0596	b0597	entA	ybdB	TRUE	0.995	3.000	0.065	NA	Y	0.855
14733	14734	b0597	b0598	ybdB	cstA	FALSE	0.060	181.000	0.222	NA	N	0.157
14734	1936309	b0598	b4512	cstA	ybdD	TRUE	0.674	183.000	0.333	NA		0.906
14738	14739	b0601	b0602	ybdM	ybdN	TRUE	0.821	-27.000	0.000	1.000		0.382
14739	14740	b0602	b0603	ybdN	ybdO	FALSE	0.189	147.000	0.333	1.000		0.186
14740	14741	b0603	b0604	ybdO	dsbG	FALSE	0.002	209.000	0.067	1.000	N	-0.114
14742	14743	b0605	b0606	ahpC	ahpF	TRUE	0.576	245.000	0.551	1.000	Y	0.431
14747	14748	b0610	b0611	rnk	rna	FALSE	0.058	230.000	0.018	1.000	N	0.365
14748	14749	b0611	b0612	rna	citT	FALSE	0.006	114.000	0.024	1.000	N	-0.166
14749	14750	b0612	b0613	citT	citG	FALSE	0.325	51.000	0.194	1.000	N	0.144
14750	14751	b0613	b0614	citG	citX	TRUE	0.976	-25.000	0.400	1.000	Y	0.355
14751	14752	b0614	b0615	citX	citF	TRUE	0.894	4.000	0.000	1.000	N	0.351
14752	14753	b0615	b0616	citF	citE	TRUE	0.978	11.000	0.000	0.001	N	0.479
14753	14754	b0616	b0617	citE	citD	TRUE	0.991	-3.000	0.537	0.001	N	0.413
14754	14755	b0617	b0618	citD	citC	TRUE	0.930	15.000	0.000	1.000	Y	0.272
14756	14757	b0619	b0620	citA	citB	TRUE	0.964	-31.000	0.000	0.086	Y	0.410
14759	14760	b0622	b0623	crcA	cspE	FALSE	0.077	175.000	0.333	1.000		-0.060
1936314	14764	b4581	b0627	ybeM	tatE	FALSE	0.010	129.000	0.000	NA		0.206
14765	14766	b0628	b0629	lipA	ybeF	FALSE	0.002	209.000	0.005	1.000	N	-0.125
14766	14767	b0629	b0630	ybeF	lipB	FALSE	0.007	259.000	0.000	1.000	N	0.210
14767	14768	b0630	b0631	lipB	ybeD	FALSE	0.255	101.000	0.219	NA		0.278
14768	14769	b0631	b0632	ybeD	dacA	FALSE	0.007	110.000	0.081	NA		0.048
14769	14770	b0632	b0633	dacA	rlpA	TRUE	0.876	139.000	0.475	NA	Y	0.642
14770	14771	b0633	b0634	rlpA	mrdB	TRUE	0.902	11.000	0.035	NA	N	0.400
14771	14772	b0634	b0635	mrdB	mrdA	TRUE	0.973	3.000	0.046	1.000	N	0.517
14772	14773	b0635	b0636	mrdA	ybeA	TRUE	0.932	31.000	0.031	NA		0.719
14773	14774	b0636	b0637	ybeA	ybeB	TRUE	0.993	4.000	0.307	NA		0.775
14774	14775	b0637	b0638	ybeB	cobC	FALSE	0.035	260.000	0.000	NA		0.325
14775	14776	b0638	b0639	cobC	nadD	TRUE	0.935	24.000	0.057	1.000	N	0.565
14776	14777	b0639	b0640	nadD	holA	TRUE	0.987	2.000	0.045	1.000	N	0.751
14777	14778	b0640	b0641	holA	rlpB	TRUE	0.989	0.000	0.199	NA	N	0.645
14778	14779	b0641	b0642	rlpB	leuS	TRUE	0.980	15.000	0.182	NA	N	0.655
14782	14783	b0645	b0646	ybeR	djlB	TRUE	0.963	-3.000	0.000	NA		0.510
14785	14786	b0648	b0649	ybeU	djlC	FALSE	0.187	-3.000	0.000	NA		0.055
14787	14788	b0650	b0651	hscC	rihA	FALSE	0.009	84.000	0.000	NA	N	0.102
14788	14789	b0651	b0652	rihA	gltL	FALSE	0.069	118.000	0.195	NA	N	0.123
14789	14790	b0652	b0653	gltL	gltK	TRUE	0.996	0.000	0.379	1.000	Y	0.551
14790	14791	b0653	b0654	gltK	gltJ	TRUE	0.999	0.000	0.933	0.017	Y	0.682
14791	14792	b0654	b0655	gltJ	gltI	FALSE	0.526	170.000	0.000	0.066	Y	0.433
14792	14793	b0655	b0656	gltI	insH-3	FALSE	0.022	250.000	0.000	1.000	N	0.265
14793	14794	b0656	b0657	insH-3	lnt	FALSE	0.001	330.000	0.000	1.000	N	0.069
14794	14795	b0657	b0658	lnt	ybeX	TRUE	0.938	25.000	0.557	1.000	N	0.356
14795	14796	b0658	b0659	ybeX	ybeY	TRUE	0.746	90.000	0.150	NA		0.741
14796	14797	b0659	b0660	ybeY	ybeZ	TRUE	0.993	-3.000	0.457	NA		0.711
14797	14798	b0660	b0661	ybeZ	miaB	FALSE	0.069	153.000	0.220	1.000	N	0.110
1936319	1936320	b0664	b0665	glnX	glnV	FALSE	0.493	38.000	0.000	NA		NA
1936320	1936321	b0665	b0666	glnV	metU	FALSE	0.404	48.000	0.000	NA		NA
1936321	1936322	b0666	b0668	metU	glnW	TRUE	0.760	16.000	0.000	NA		NA
1936322	1936323	b0668	b0670	glnW	glnU	FALSE	0.534	35.000	0.000	NA		NA
1936323	1936324	b0670	b0672	glnU	leuW	TRUE	0.662	24.000	0.000	NA		NA
1936324	1936325	b0672	b0673	leuW	metT	TRUE	0.845	10.000	0.000	NA		NA
1936325	14804	b0673	b0674	metT	asnB	FALSE	0.023	380.000	0.000	NA		NA
14804	14805	b0674	b0675	asnB	nagD	FALSE	0.008	397.000	0.000	1.000	N	0.233
14805	14806	b0675	b0676	nagD	nagC	TRUE	0.838	48.000	0.070	1.000	Y	0.385
14806	14807	b0676	b0677	nagC	nagA	TRUE	0.992	9.000	0.571	1.000	Y	0.355
14807	14808	b0677	b0678	nagA	nagB	TRUE	0.966	60.000	0.557	0.001	Y	0.471
14809	14810	b0679	b0680	nagE	glnS	FALSE	0.003	203.000	0.006	1.000	N	-0.177
14810	14811	b0680	b0681	glnS	ybfM	FALSE	0.001	577.000	0.000	1.000		-0.179
14811	14812	b0681	b0682	ybfM	ybfN	FALSE	0.027	50.000	0.000	NA		0.063
14813	3446164	b0683	b4637	fur	uof	TRUE	0.974	-7.000	0.000	NA		0.734
3446164	14814	b4637	b0684	uof	fldA	FALSE	0.341	210.000	0.000	NA		0.680
14814	14815	b0684	b0685	fldA	ybfE	TRUE	0.684	140.000	0.473	1.000		0.532
14815	14816	b0685	b0686	ybfE	ybfF	FALSE	0.208	140.000	0.276	NA		0.263
14817	14818	b0687	b0688	seqA	pgm	TRUE	0.933	26.000	0.151	1.000	N	0.511
14818	14819	b0688	b0689	pgm	ybfP	FALSE	0.002	214.000	0.000	NA		0.094
14821	3446166	b0691	b4636	ybfG	ybfI	TRUE	0.577	124.000	0.000	NA		0.721
3446166	14823	b4636	b0692	ybfI	potE	FALSE	0.542	76.000	0.000	NA		0.502
14823	14824	b0692	b0693	potE	speF	TRUE	0.971	-3.000	0.087	1.000	Y	0.336
14826	14827	b0694	b0695	kdpE	kdpD	TRUE	0.995	-3.000	0.385	1.000	Y	0.528
14827	14828	b0695	b0696	kdpD	kdpC	TRUE	0.976	-7.000	0.100	1.000	N	0.650
14828	14829	b0696	b0697	kdpC	kdpB	TRUE	0.999	9.000	0.877	0.001	Y	0.730
14829	14830	b0697	b0698	kdpB	kdpA	TRUE	0.994	23.000	0.201	0.001	Y	0.700
14830	1936329	b0698	b4513	kdpA	kdpF	TRUE	0.994	0.000	0.172	0.001		0.674
14832	14833	b0699	b0700	ybfA	rhsC	FALSE	0.002	243.000	0.000	NA		0.010
14833	14834	b0700	b0702	rhsC	ybfB	FALSE	0.221	0.000	0.000	NA		0.063
14834	14835	b0702	b0703	ybfB	ybfO	FALSE	0.057	31.000	0.000	NA		0.191
14835	14836	b0703	b0704	ybfO	ybfC	TRUE	0.682	-3.000	0.000	NA		0.263
14836	1936330	b0704	b4514	ybfC	ybfQ	FALSE	0.065	226.000	0.000	NA		0.371
1936330	14837	b4514	b0705	ybfQ	ybfL	FALSE	0.532	141.000	0.000	NA		0.715
14837	14838	b0705	b0706	ybfL	ybfD	FALSE	0.400	131.000	0.000	NA		0.527
14838	14839	b0706	b0707	ybfD	ybgA	FALSE	0.005	148.000	0.000	NA		0.144
14839	14840	b0707	b0708	ybgA	phr	TRUE	0.980	-3.000	0.019	NA		0.698
14842	14843	b0710	b0711	ybgI	ybgJ	TRUE	0.929	23.000	0.050	NA		0.550
14843	14844	b0711	b0712	ybgJ	ybgK	TRUE	0.994	-6.000	0.379	NA	Y	0.570
14844	14845	b0712	b0713	ybgK	ybgL	TRUE	0.965	-10.000	0.211	NA		0.509
14845	14846	b0713	b0714	ybgL	nei	FALSE	0.525	36.000	0.037	1.000		0.315
14847	14848	b0715	b0716	abrB	ybgO	FALSE	0.179	152.000	0.000	NA		0.413
14848	14849	b0716	b0717	ybgO	ybgP	TRUE	0.955	-3.000	0.000	1.000		0.464
14849	14850	b0717	b0718	ybgP	ybgQ	TRUE	0.937	15.000	0.000	1.000	Y	0.298
14850	14851	b0718	b0719	ybgQ	ybgD	TRUE	0.656	60.000	0.000	1.000	Y	0.325
14851	14852	b0719	b0720	ybgD	gltA	FALSE	0.001	390.000	0.000	1.000	N	0.033
14853	14854	b0721	b0722	sdhC	sdhD	TRUE	0.998	-6.000	0.453	0.001	Y	0.929
14854	14855	b0722	b0723	sdhD	sdhA	TRUE	0.999	0.000	0.705	0.003	Y	0.924
14855	14856	b0723	b0724	sdhA	sdhB	TRUE	0.998	16.000	0.604	0.003	Y	0.885
14856	14858	b0724	b0726	sdhB	sucA	FALSE	0.500	301.000	0.067	1.000	Y	0.723
14858	14859	b0726	b0727	sucA	sucB	TRUE	0.998	15.000	0.667	1.000	Y	0.929
14859	14860	b0727	b0728	sucB	sucC	TRUE	0.630	275.000	0.136	1.000	Y	0.949
14860	14861	b0728	b0729	sucC	sucD	TRUE	0.999	0.000	0.806	0.001	Y	0.938
14863	14864	b0731	b0732	mngA	mngB	TRUE	0.960	18.000	0.036	1.000	Y	0.419
14864	14865	b0732	b0733	mngB	cydA	FALSE	0.001	847.000	0.000	1.000	N	-0.023
14865	14866	b0733	b0734	cydA	cydB	TRUE	0.994	16.000	0.000	0.065	Y	0.913
14866	1936336	b0734	b4515	cydB	ybgT	TRUE	0.985	15.000	0.149	NA		0.917
1936336	14867	b4515	b0735	ybgT	ybgE	TRUE	0.994	0.000	0.310	NA		0.883
14867	14868	b0735	b0736	ybgE	ybgC	FALSE	0.017	150.000	0.095	NA		0.155
14868	14869	b0736	b0737	ybgC	tolQ	TRUE	0.996	-3.000	0.593	1.000		0.784
14869	14870	b0737	b0738	tolQ	tolR	TRUE	0.999	4.000	0.556	0.078	Y	0.803
14870	14871	b0738	b0739	tolR	tolA	TRUE	0.821	65.000	0.114	NA	N	0.754
14871	14872	b0739	b0740	tolA	tolB	FALSE	0.473	133.000	0.051	NA	N	0.593
14872	14873	b0740	b0741	tolB	pal	TRUE	0.978	35.000	0.592	1.000	N	0.735
14873	14874	b0741	b0742	pal	ybgF	TRUE	0.987	10.000	0.088	1.000		0.749
14874	1936337	b0742	b0743	ybgF	lysT	FALSE	0.078	165.000	0.000	NA		NA
1936337	1936338	b0743	b0744	lysT	valT	FALSE	0.105	136.000	0.000	NA		NA
1936338	1936339	b0744	b0745	valT	lysW	TRUE	0.865	3.000	0.000	NA		NA
1936339	1936340	b0745	b0746	lysW	valZ	FALSE	0.090	150.000	0.000	NA		NA
1936340	1936341	b0746	b0747	valZ	lysY	TRUE	0.863	4.000	0.000	NA		NA
1936341	1936342	b0747	b0748	lysY	lysZ	FALSE	0.095	147.000	0.000	NA		NA
1936342	1936343	b0748	b0749	lysZ	lysQ	FALSE	0.108	133.000	0.000	NA		NA
1936343	14875	b0749	b0750	lysQ	nadA	FALSE	0.021	433.000	0.000	NA		NA
14875	14876	b0750	b0751	nadA	pnuC	TRUE	0.960	38.000	0.023	1.000	Y	0.688
14877	14878	b0752	b0753	zitB	ybgS	FALSE	0.258	114.000	0.057	1.000		0.398
14880	14881	b0755	b0756	gpmA	galM	FALSE	0.161	202.000	0.009	1.000	Y	0.260
14881	14882	b0756	b0757	galM	galK	TRUE	0.995	-6.000	0.083	0.001	Y	0.696
14882	14883	b0757	b0758	galK	galT	TRUE	0.997	4.000	0.370	0.001	N	0.769
14883	14884	b0758	b0759	galT	galE	TRUE	0.993	10.000	0.053	0.001	N	0.887
14884	14885	b0759	b0760	galE	modF	FALSE	0.002	261.000	0.023	1.000		-0.027
14885	14886	b0760	b0761	modF	modE	FALSE	0.093	68.000	0.009	0.094		0.139
14887	14888	b0762	b0763	ybhT	modA	FALSE	0.004	167.000	0.072	NA		0.018
14888	14889	b0763	b0764	modA	modB	TRUE	0.999	0.000	0.627	0.001	Y	0.755
14889	14890	b0764	b0765	modB	modC	TRUE	0.999	3.000	0.537	0.001	Y	0.661
14894	14895	b0769	b0770	ybhH	ybhI	FALSE	0.542	76.000	0.000	NA		0.502
14895	14896	b0770	b0771	ybhI	ybhJ	FALSE	0.434	183.000	0.300	1.000	N	0.490
14897	14898	b0772	b0773	ybhC	ybhB	FALSE	0.004	152.000	0.000	NA		-0.179
14898	14899	b0773	b0774	ybhB	bioA	FALSE	0.018	59.000	0.003	NA		-0.017
14900	14901	b0775	b0776	bioB	bioF	TRUE	0.998	-3.000	0.168	0.002	Y	0.822
14901	14902	b0776	b0777	bioF	bioC	TRUE	0.995	-13.000	0.133	0.002	Y	0.829
14902	14903	b0777	b0778	bioC	bioD	TRUE	0.994	-7.000	0.054	0.002	Y	0.720
14906	14907	b0781	b0782	moaA	moaB	TRUE	0.991	22.000	0.108	0.003	Y	0.660
14907	14908	b0782	b0783	moaB	moaC	TRUE	0.997	3.000	0.109	0.003	Y	0.746
14908	14909	b0783	b0784	moaC	moaD	TRUE	0.995	-7.000	0.175	0.003	Y	0.609
14909	14910	b0784	b0785	moaD	moaE	TRUE	0.999	2.000	0.501	0.003	Y	0.631
14910	14911	b0785	b0786	moaE	ybhL	FALSE	0.005	137.000	0.025	NA		0.182
14911	14912	b0786	b0787	ybhL	ybhM	FALSE	0.015	205.000	0.037	NA		0.240
14913	14914	b0788	b0789	ybhN	ybhO	TRUE	0.823	0.000	0.071	NA		0.272
14914	14915	b0789	b0790	ybhO	ybhP	TRUE	0.947	-3.000	0.333	NA		0.297
14917	14918	b0792	b0793	ybhR	ybhS	TRUE	0.997	11.000	0.609	0.005	Y	0.444
